case_id,date,court_level,language,client_type,user_query,severity_score,primary_category
PK-ISB-2022-0745,2026-02-07,District Court,English,Individual,My landlord is trying to evict me forcefully without giving the 3-month notice period written in our tenancy agreement.,4.13,Tenant
PK-KHI-2023-0989,2024-02-09,District Court,English,NGO,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.03,Family
PK-LHR-2023-0402,2022-03-09,District Court,Urdu,,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.51,Criminal
PK-RWP-2026-1117,2024-10-05,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.93,Family
PK-RWP-2024-0520,2023-12-13,Supreme Court,English,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,3.5,Labor
PK-LHR-2026-0509,2024-12-06,District Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.0,Property
PK-LHR-2025-1001,2025-03-04,District Court,Urdu,NGO,I suffered an injury on the job due to lack of safety equipment. Am I entitled to compensation under the Workmen's Compensation Act?,,Labor
PK-ISB-2023-0049,2024-05-30,High Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,,Criminal
PK-RWP-2023-1169,2022-02-26,District Court,English,Government,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,8.02,Property
PK-LHR-2024-0386,2024-03-25,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.41,Family
PK-ISB-2024-0302,2023-02-08,District Court,English,Corporate,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.9,Family
PK-LHR-2023-0981,2022-07-17,High Court,Urdu,Individual,A relative has illeglly occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.51,Property
PK-RWP-2026-0179,2022-02-11,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,9.26,Family
PK-RWP-2024-0201,2022-09-14,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,7.67,Property
PK-FSD-2026-0669,2024-05-18,District Court,English,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,8.31,Property
PK-RWP-2024-1048,2025-09-11,District Court,English,Individual,"Our tenancy agreement has expired, and the landlord is refusing to return our security deposit of two months.",6.77,Tenant
PK-LHR-2023-0939,2023-08-19,District Court,Urdu,Corporate,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,7.82,Criminal
PK-KHI-2022-0231,2024-03-24,High Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.76,Criminal
PK-ISB-2025-0730,2025-06-21,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.74,Criminal
PK-MUX-2026-0450,2022-09-10,High Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.42,Criminal
PK-RWP-2026-1165,2023-10-13,District Court,Urdu,Government,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,8.43,Labor
PK-RWP-2025-1093,2025-02-25,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.56,Criminal
PK-MUX-2023-0703,2024-09-28,District Court,English,Corporate,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,6.81,Criminal
PK-ISB-2023-1096,2023-07-08,High Court,English,Government,"The landlord is demanding a 30% rent increase, which is higher than the legally allowed limit in the Rent Restriction Act.",5.09,Tenant
PK-RWP-2023-0810,2024-06-25,District Court,Urdu,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,6.78,Property
PK-MUX-2025-0076,2025-08-15,High Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,7.1,Property
PK-ISB-2024-0880,2025-07-08,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,10.0,Criminal
PK-KHI-2026-0297,2024-09-16,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.87,Criminal
PK-FSD-2022-1121,2025-11-26,Supreme Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in cort by other legl heirs?,8.42,Property
PK-MUX-2025-0860,2022-09-26,High Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,5.74,Labor
PK-KHI-2025-0716,2025-04-28,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.64,Criminal
PK-ISB-2022-0125,2025-11-14,District Court,English,NGO,How do I verify the registry and fard of a commercial proprty before purchasing it to avoid scams?,9.63,Property
PK-MUX-2025-0687,2023-12-21,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,5.55,Family
PK-FSD-2022-1074,2024-01-06,High Court,Urdu,Individual,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,7.2,Family
PK-KHI-2025-0551,2025-02-22,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,5.81,Family
PK-MUX-2023-1004,2022-01-26,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,7.84,Property
PK-MUX-2023-1071,2024-04-03,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.07,Criminal
PK-MUX-2022-0607,2023-01-13,District Court,Urdu,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,4.51,Family
PK-ISB-2024-0760,2023-07-10,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.31,Family
PK-LHR-2023-1144,2024-03-06,High Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,5.79,Family
PK-LHR-2023-0020,2022-05-19,High Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,8.76,Property
PK-KHI-2024-0808,2024-08-31,High Court,Urdu,Individual,The airline lost my luggage during a domestic flight and is offering very low compensation. Can I sue them in consumer cort?,5.51,Consumer
PK-FSD-2023-1109,2022-01-03,High Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,8.3,Family
PK-ISB-2025-0540,2025-07-16,District Court,English,Corporate,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,8.0,Property
PK-LHR-2024-0277,2025-05-24,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,,Criminal
PK-LHR-2023-0577,2023-01-05,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,6.93,Family
PK-RWP-2025-0796,2025-10-07,High Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.45,Criminal
PK-MUX-2024-0848,2023-10-05,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.23,Family
PK-RWP-2026-0256,2022-10-02,District Court,English,Individual,I purchased a refrigerator which stopped working within 3 days. The dealer is refusing to honor the warranty. Can I file a claim in Consumer Court?,5.52,Consumer
PK-MUX-2025-0696,2022-09-06,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.89,Criminal
PK-LHR-2024-0398,2023-09-13,District Court,Urdu,Corporate,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,5.36,Labor
PK-MUX-2024-0319,2022-05-10,High Court,English,NGO,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,5.84,Family
PK-LHR-2023-1184,2025-09-07,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,4.81,Family
PK-KHI-2024-0211,2026-01-29,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.86,Criminal
PK-ISB-2023-1009,2025-12-12,District Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.86,Criminal
PK-KHI-2022-0089,2022-05-03,District Court,English,Individual,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",5.62,Tenant
